name,day,date,date_format,array_config,filter,filter_eff,filter_eff_units,flux,flux_err,flux_unit,upperlimit,reducer,source,use_this,comments
AT2021acak,2023-01-29T11:05:58.200,59973.4624791667,mjd,B,S,3,GHz,0.564405346606352,0,mJy,True,VLASS 3.1,VLASS 3.1,TRUE,
SDSS_J1238,2024-06-01T04:38:23.550,60462.193328125,mjd,B,S,3,GHz,0.381760447855023,0,mJy,True,VLASS 3.2,VLASS 3.2,TRUE,
SDSS_J1238,2019-03-21T08:05:30.075,58563.3371536458,mjd,B,S,3,GHz,0.448447881887097,0,mJy,True,VLASS 1.2,VLASS 1.2,TRUE,
SDSS_J1238,2021-11-20T12:25:21.000,59538.5176041667,mjd,B,S,3,GHz,0.384648731646461,0,mJy,True,VLASS 2.2,VLASS 2.2,TRUE,
SDSS_J0748,2019-05-16T18:09:35.775,58619.7566640625,mjd,B,S,3,GHz,0.482413818157093,0,mJy,True,VLASS 1.2,VLASS 1.2,TRUE,
SDSS_J0748,2024-06-07T21:02:15.000,60468.8765625,mjd,B,S,3,GHz,0.39687649592172,0,mJy,True,VLASS 3.2,VLASS 3.2,TRUE,
SDSS_J0748,2021-11-24T09:56:47.850,59542.4144427083,mjd,B,S,3,GHz,0.381451176965443,0,mJy,True,VLASS 2.2,VLASS 2.2,TRUE,
AT2022fpx,2017-11-11T20:06:08.775,58068.8376015625,mjd,B,S,3,GHz,0.363724281002628,0,mJy,True,VLASS 1.1,VLASS 1.1,TRUE,
AT2022fpx,2020-08-03T03:02:33.900,59064.12678125,mjd,B,S,3,GHz,0.536355521456288,0,mJy,True,VLASS 2.1,VLASS 2.1,TRUE,
AT2022fpx,2023-02-09T13:13:54.750,59984.551328125,mjd,B,S,3,GHz,0.3798,0,mJy,True,VLASS 3.1,VLASS 3.1,TRUE,
SDSS_J0807,2023-01-29T09:32:29.400,59973.3975625,mjd,B,S,3,GHz,0.385365699967397,0,mJy,True,VLASS 3.1,VLASS 3.1,TRUE,
SDSS_J0807,2020-08-18T17:12:15.750,59079.7168489583,mjd,B,S,3,GHz,0.494591759277378,0,mJy,True,VLASS 2.1,VLASS 2.1,TRUE,
SDSS_J0807,2017-10-06T11:18:25.425,58032.4711276042,mjd,B,S,3,GHz,0.347861140792254,0,mJy,True,VLASS 1.1,VLASS 1.1,TRUE,
AT2021dms,2019-05-08T20:30:17.325,58611.8543671875,mjd,B,S,3,GHz,0.637456687909496,0,mJy,True,VLASS 1.2,VLASS 1.2,TRUE,
AT2021dms,2022-02-01T02:08:25.350,59611.0891822916,mjd,B,S,3,GHz,0.501689245724285,0,mJy,True,VLASS 2.2,VLASS 2.2,TRUE,
AT2021dms,2024-08-06T11:44:47.850,60528.4894427083,mjd,B,S,3,GHz,0.841493385735446,0.128275955912884,mJy,False,VLASS 3.2,VLASS 3.2,TRUE,
SDSS_J1055,2020-08-21T22:49:25.500,59082.9509895833,mjd,B,S,3,GHz,0.436041389777681,0,mJy,True,VLASS 2.1,VLASS 2.1,TRUE,
SDSS_J1055,2023-02-07T12:25:37.200,59982.5177916667,mjd,B,S,3,GHz,0.368176395673225,0,mJy,True,VLASS 3.1,VLASS 3.1,TRUE,
SDSS_J1055,2017-09-26T12:10:06.825,58022.5070234375,mjd,B,S,3,GHz,0.398976141136861,0,mJy,True,VLASS 1.1,VLASS 1.1,TRUE,
SDSS_J1342,2019-04-22T06:44:17.025,58595.2807526042,mjd,B,S,3,GHz,0.789441462029853,0,mJy,True,VLASS 1.2,VLASS 1.2,TRUE,
SDSS_J1342,2024-07-20T03:00:13.950,60511.1251614583,mjd,B,S,3,GHz,0.787559655572271,0,mJy,True,VLASS 3.2,VLASS 3.2,TRUE,
SDSS_J1342,2021-11-06T16:55:45.300,59524.7053854166,mjd,B,S,3,GHz,0.766642957071216,0,mJy,True,VLASS 2.2,VLASS 2.2,TRUE,
#2019qiz,2023-03-25T00:11:28.500,60028.00796875,mjd,B,S,3,GHz,0.494626854948547,0,mJy,True,VLASS 3.1,VLASS 3.1,TRUE,
#2019qiz,2020-10-20T10:14:15.900,59142.4265729167,mjd,B,S,3,GHz,1.20714857410011,0.219628161815101,mJy,False,VLASS 2.1,VLASS 2.1,TRUE,
#2019qiz,2018-01-10T05:44:00.825,58128.2388984375,mjd,B,S,3,GHz,0.405055211033477,0,mJy,True,VLASS 1.1,VLASS 1.1,TRUE,
SDSS_J1459,2019-04-14T10:31:28.425,58587.4385234375,mjd,B,S,3,GHz,0.554953016975744,0,mJy,True,VLASS 1.2,VLASS 1.2,TRUE,
SDSS_J1459,2021-11-14T13:54:55.800,59532.5798125,mjd,B,S,3,GHz,0.508321609659487,0,mJy,True,VLASS 2.2,VLASS 2.2,TRUE,
SDSS_J1459,2024-06-12T07:03:31.950,60473.2941197917,mjd,B,S,3,GHz,0.50535681025377,0,mJy,True,VLASS 3.2,VLASS 3.2,TRUE,
AT2018gn,2024-07-20T10:53:57.300,60511.4541354167,mjd,B,S,3,GHz,0.839383354362491,0.133370876534688,mJy,False,VLASS 3.2,VLASS 3.2,TRUE,
#AT2018gn,2019-06-09T12:02:52.125,58643.5019921875,mjd,B,S,3,GHz,0.414241724964505,0,mJy,True,VLASS 1.2,VLASS 1.2,TRUE,
#AT2018gn,2021-11-04T09:41:46.050,59522.4040052083,mjd,B,S,3,GHz,0.848347342485657,0.129850384959506,mJy,False,VLASS 2.2,VLASS 2.2,TRUE,
