name,day,date,date_format,array_config,filter,filter_eff,filter_eff_units,flux,flux_err,flux_unit,upperlimit,reducer,source,use_this,comments
SDSS_J1247,2021-12-24 12:48:28,59572.53366,mjd,B,S,3,GHz,0.5423495515,0.1324909833,mJy,FALSE,VLASS 2.2,VLASS 2.2,TRUE,
SDSS_J1247,2019-05-15 5:23:05,58618.22436,mjd,B,S,3,GHz,0.3932635323,0,mJy,TRUE,VLASS 1.2,VLASS 1.2,TRUE,
SDSS_J1342,2016 March 12,57459.39493,mjd,C,C (IF 1-8),4.999,GHz,61.4,12.5,uJy,FALSE,Kate with pwkit,15B-247,TRUE,
SDSS_J1342,2016 March 12,57459.39493,mjd,C,C (IF 9-16),7.099,GHz,45.2,12,uJy,FALSE,Kate with pwkit,15B-247,TRUE,
SDSS_J1342,2016 March 12,57459.39493,mjd,C,C (all_8bit),5.957,GHz,53.8,7.7,uJy,FALSE,Kate with pwkit,15B-247,FALSE,
SDSS_J1342,2019-04-22 6:44:17,58595.28075,mjd,B,S,3,GHz,0.4854198006,0,mJy,TRUE,VLASS 1.2,VLASS 1.2,TRUE,
SDSS_J1342,2021-11-06 16:55:45,59524.70539,mjd,B,S,3,GHz,0.4173088028,0,mJy,TRUE,VLASS 2.2,VLASS 2.2,TRUE,
SDSS_J1350,2016 March 12,57459.24956,mjd,C,C (IF 1-8),4.999,GHz,40.7,15.8,uJy,FALSE,Kate with pwkit,15B-247,TRUE,
SDSS_J1350,2016 March 12,57459.24956,mjd,C,C (IF 9-16),7.099,GHz,23.4,9.2,uJy,FALSE,Kate with pwkit,15B-247,TRUE,
SDSS_J1350,2016 March 12,57459.24956,mjd,C,C (all_8bit),5.957,GHz,31.1,9.2,uJy,FALSE,Kate with pwkit,15B-247,FALSE,
SDSS_J1350,2017-10-01 23:16:15,58027.96962,mjd,B,S,3,GHz,3.093494995,1.02289076,mJy,FALSE,VLASS 1.1,VLASS 1.1,TRUE,
SDSS_J1350,2020-09-17 23:58:42,59109.99909,mjd,B,S,3,GHz,0.4186913834,0,mJy,TRUE,VLASS 2.1,VLASS 2.1,TRUE,
SDSS_J1350,2023-01-22 9:59:50,59966.41655,mjd,B,S,3,GHz,0.3647374182,0,mJy,TRUE,VLASS 3.1,VLASS 3.1,TRUE,
SDSS_J1402,2020-09-18 0:05:56,59110.00413,mjd,B,S,3,GHz,0.4454520546,0,mJy,TRUE,VLASS 2.1,VLASS 2.1,TRUE,
SDSS_J1402,2017-10-01 23:15:39,58027.96921,mjd,B,S,3,GHz,2.739611118,0.8630625241,mJy,FALSE,VLASS 1.1,VLASS 1.1,TRUE,
SDSS_J1402,2023-01-22 9:59:14,59966.41614,mjd,B,S,3,GHz,0.3510801635,0,mJy,TRUE,VLASS 3.1,VLASS 3.1,TRUE,
SDSS_J1459,2019-04-14 10:31:28,58587.43852,mjd,B,S,3,GHz,0.4801360048,0,mJy,TRUE,VLASS 1.2,VLASS 1.2,TRUE,
SDSS_J1459,2021-11-14 13:54:56,59532.57981,mjd,B,S,3,GHz,0.3648068039,0,mJy,TRUE,VLASS 2.2,VLASS 2.2,TRUE,
SDSS_J1715,2017-09-13 1:37:07,58009.06745,mjd,B,S,3,GHz,3.061434463,0.7603087034,mJy,FALSE,VLASS 1.1,VLASS 1.1,TRUE,
SDSS_J1715,2020-08-03 6:23:11,59064.2661,mjd,B,S,3,GHz,0.446413693,0,mJy,TRUE,VLASS 2.1,VLASS 2.1,TRUE,
SDSS_J1715,2020-08-03 6:23:11,59064.2661,mjd,B,S,3,GHz,0.4996334713,0,mJy,TRUE,VLASS 2.1,VLASS 2.1,TRUE,
SDSS_J1715,2023-02-09 15:50:28,59984.66004,mjd,B,S,3,GHz,0.3469323829,0,mJy,TRUE,VLASS 3.1,VLASS 3.1,TRUE,
