name,day,date,date_format,array_config,filter,filter_eff,filter_eff_units,flux,flux_err,flux_unit,upperlimit,reducer,source,use_this,comments
SDSS_J1241,nan,2450507.144,jd,nan,L,1.4,GHz,6.62,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J1241,nan,2450507.144,jd,nan,L,1.4,GHz,5.12,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0938,nan,2451526.264,jd,nan,L,1.4,GHz,3.76,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0938,nan,2451526.264,jd,nan,L,1.4,GHz,1.93,0.150000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J1715,nan,2450593.352,jd,nan,L,1.4,GHz,1.18,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J1715,nan,2450593.851,jd,nan,L,1.4,GHz,3.89,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J1715,nan,2450593.851,jd,nan,L,1.4,GHz,13.99,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
AT2018dyk,nan,2450507.022,jd,nan,L,1.4,GHz,1.21,0.1299999952,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
AT2018dyk,nan,2450508.683,jd,nan,L,1.4,GHz,86.96,0.1299999952,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
AT2018dyk,nan,2450508.683,jd,nan,L,1.4,GHz,92.53,0.1299999952,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
AT2018dyk,nan,2450508.683,jd,nan,L,1.4,GHz,1.6,0.1299999952,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
AT2018dyk,nan,2450508.683,jd,nan,L,1.4,GHz,6.3,0.1299999952,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0807,nan,2451135.168,jd,nan,L,1.4,GHz,2.46,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0807,nan,2451180.129,jd,nan,L,1.4,GHz,1.1,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0807,nan,2451180.129,jd,nan,L,1.4,GHz,1.39,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0807,nan,2451180.129,jd,nan,L,1.4,GHz,5.13,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0807,nan,2451135.168,jd,nan,L,1.4,GHz,1.06,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0807,nan,2451180.129,jd,nan,L,1.4,GHz,4.86,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0807,nan,2451526.852,jd,nan,L,1.4,GHz,1.12,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
AT2022fpx,nan,2450576.307,jd,nan,L,1.4,GHz,2.38,0.1299999952,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0952,nan,2451080.851,jd,nan,L,1.4,GHz,2.47,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0952,nan,2451080.851,jd,nan,L,1.4,GHz,3.39,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0952,nan,2451076.924,jd,nan,L,1.4,GHz,3.21,0.1299999952,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
SDSS_J0952,nan,2451073.851,jd,nan,L,1.4,GHz,1.12,0.1400000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
AT2017gge,nan,2450063.905,jd,nan,L,1.4,GHz,1.46,0.150000006,mJy,FALSE,2011ApJ...737...45O,2011ApJ...737...45O,TRUE,
