,name,mjd,p,p_up,p_lo,log_F_nu,log_F_nu_up,log_F_nu_lo,log_nu_a,log_nu_a_up,log_nu_a_lo,z,lum_dist,disc_date,dt,Req,Eeq,Req_up,Eeq_up,Req_lo,Eeq_lo,Gamma
1,SDSSJ1241,57959.0,3.884762031186496,0.08751749261952435,0.5168068364455061,1.1762755596950756,0.027492690238310802,0.03782882207731575,8.981877815793963,0.02064363266291913,0.1442868817734393,0.0419,5.909864716230627e+26,53062.0,4897.0,1.1760018715368689e+18,8.373477099007372e+49,2309503681387008.0,5.491735490920641e+47,2309503681387008.0,5.491735490920641e+47,3
2,SDSSJ1241,58754.0,3.962759997091701,0.03218402741485349,0.6382613012140137,0.9067175159995644,0.023966389189939208,0.03351584210606462,9.014307535834295,0.013530332965931535,0.18853248918278886,0.0419,5.909864716230627e+26,53062.0,5692.0,8.221819912049485e+17,4.1326081362598545e+49,1021105554749440.0,1.3528509294181926e+47,1021105554749440.0,1.3528509294181926e+47,3
3,SDSSJ1241,59050.0,2.2861245166898847,0.22702732871955922,0.13153825432648558,1.2363030689197918,0.5084054423381126,0.5634228183086404,7.576585771377829,0.9026052651576357,0.8367334576387924,0.0419,5.909864716230627e+26,53062.0,5988.0,2.3528468242203312e+19,8.712552315355541e+49,1.5119143418306806e+18,6.094406314821432e+48,1.5119143418306806e+18,6.094406314821432e+48,3
4,SDSSJ1241,59500.0,3.646321459689507,0.2639450631984688,0.5770979070096716,1.4007928006612786,0.43337420459504217,0.6017981959006347,8.43722836313998,0.42056026290218895,0.3430022354866473,0.0419,5.909864716230627e+26,53062.0,6438.0,5.062986339735803e+18,3.5855373113567405e+50,1.642669066173358e+17,1.901033603882117e+49,1.642669066173358e+17,1.901033603882117e+49,3
5,SDSSJ0938,57459.0,3.1942505417312352,0.3718037524772271,0.4046432664035655,1.1219705156244708,0.6051582983422694,0.4559333066711384,8.652002326421321,0.5570537300045899,0.6101007778552514,0.101,1.483898232805616e+27,54092.0,3367.0,4.64041366604531e+18,3.4431049179489494e+50,2.0755789837450035e+17,2.2782985056086885e+49,2.0755789837450035e+17,2.2782985056086885e+49,3
6,SDSSJ0938,57912.0,3.0866630709119827,0.15778121819045632,0.13596518519398648,1.1987638509115746,0.5349091281619953,0.23830129103885167,8.436691559018055,0.3288549942920991,0.571719488145277,0.101,1.483898232805616e+27,54092.0,3820.0,8.088373057849983e+18,5.549096118970233e+50,3.13031695978623e+17,2.680496449527927e+49,3.13031695978623e+17,2.680496449527927e+49,3
7,SDSSJ0748,57458.0,2.8055523060055902,0.6319453161004329,0.47916699021094633,0.4965272962794949,0.9656939419930448,0.8393908594101118,8.147338984943868,1.0377004117555426,1.1568767007352543,0.0615,8.795977704544693e+26,52935.0,4523.0,4.451933991005661e+18,2.5400142723158986e+49,3.780553163771822e+17,2.708816066890982e+48,3.780553163771822e+17,2.708816066890982e+48,3
8,SDSSJ0748,57914.0,2.600990331407302,0.44512343513488206,0.2860965135307598,0.378761788201575,0.9216552232902895,0.7318628774042338,7.727497910422579,1.0401263195069879,1.119538958946304,0.0615,8.795977704544693e+26,52935.0,4979.0,9.874992758632055e+18,3.0639919106705786e+49,8.930232807319798e+17,3.228823277861977e+48,8.930232807319798e+17,3.228823277861977e+48,3
0,SDSSJ1241,57629.5,3.571882618919618,0.2076838148715452,0.3524999085264038,1.348284568266687,0.445148240924472,0.3657165010508713,8.743546984470985,0.36873045628976797,0.3841223527641251,0.0419,5.909864716230627e+26,53062.0,4567.5,2.6716359929088727e+18,5.77918829960286e+49,7.465341539014605e+16,2.529629922629188e+48,7.465341539014605e+16,2.529629922629188e+48,4
1,SDSSJ1241,57959.0,3.884762031186496,0.08751749261952435,0.5168068364455061,1.1762755596950756,0.027492690238310802,0.03782882207731575,8.981877815793963,0.02064363266291913,0.1442868817734393,0.0419,5.909864716230627e+26,53062.0,4897.0,1.336165300107817e+18,3.416744734302809e+49,2801730782465280.0,2.1012399489712304e+47,2801730782465280.0,2.1012399489712304e+47,4
