,mjd,uJy,duJy,F,n,mag5sig
0,58999.564301,5.0,4.14578098794425,c,4,20.60855910019203
1,59023.52152,-10.0,23.0,c,1,18.74825539911597
2,59027.53410600001,-4.0,3.758324094593227,c,4,20.715089418545606
3,59031.535675499996,2.75,4.756574397610112,c,4,20.4593392543134
4,59047.500694,0.0,4.257346591481601,c,4,20.579727470106164
5,59051.48298166667,-2.6666666666666665,4.242640687119285,c,3,20.58348435778082
6,59059.513103,0.25,3.648629879831606,c,4,20.747250463181437
7,59075.490527,3.0,10.0,c,1,19.65257498915995
8,59076.503825666674,-1.3333333333333333,7.2188026092359046,c,3,20.006412072565254
9,59079.418761999994,4.666666666666667,15.406528197848829,c,6,19.183313031298116
10,59083.3875495,1.0,3.881043674065006,c,4,20.68020366426127
11,59087.432304,-6.25,5.2796780204857185,c,4,20.34605639408968
12,59107.4332945,0.0,5.656854249492381,c,2,20.27113751626007
13,59111.377196999994,-13.0,20.155644370746373,c,2,18.89158327167629
14,59115.47218025,-5.5,4.630064794363034,c,4,20.488607317426393
15,59135.41221533334,8.666666666666666,5.587684871413404,c,3,20.28449522607776
16,59139.38089666666,1.6666666666666667,4.43471156521669,c,3,20.53541154300685
17,59163.365341250006,4.25,4.892596447695231,c,4,20.42872650001908
18,59191.24153225,-6.75,3.758324094593227,c,4,20.715089418545606
19,59195.273446499996,1.5,5.129571132170798,c,4,20.377372347685274
20,59199.225650500004,2.5,7.327175444876422,c,4,19.990233512690804
21,59219.250711,-7.75,5.777110004145672,c,4,20.248298396194162
22,59227.226668250005,1.75,5.2796780204857185,c,4,20.34605639408968
23,58965.61519433333,23.666666666666668,9.098229375970787,o,3,19.75518278502374
24,58973.5908715,21.5,12.776932339180638,o,2,19.386508501726063
25,58975.58938,18.333333333333332,18.767584347012328,o,3,18.96905404818692
26,58989.560666,5.0,6.363961030678928,o,2,20.143256210141615
27,58997.54801275,11.0,11.388041973930374,o,4,19.51145234116972
28,59001.594509,-0.25,3.774917217635375,o,4,20.71030640872929
29,59003.59451825,1.25,5.238081709939241,o,4,20.354644317177204
30,59005.54248266667,-9.0,9.457507306074072,o,3,19.713133275499274
31,59007.54481866667,-3.3333333333333335,10.055402085998905,o,3,19.64657638555774
32,59009.58305766666,-3.6666666666666665,10.429658564774677,o,3,19.606899761205185
33,59013.57704633334,-3.0,5.21749194749951,o,3,20.358920520503442
34,59017.552832,-1.0,8.0,o,1,19.894850021680092
35,59021.504536,-1.0,11.0,o,1,19.54909327626439
36,59025.571089749996,-0.25,4.513867521316947,o,4,20.516202967394932
37,59029.56166275,-0.75,4.697073557013984,o,4,20.47300658574508
38,59033.525198,-2.0,15.0,o,1,19.21234684152075
39,59035.530740999995,-11.666666666666666,14.476033833738976,o,3,19.25095101545747
40,59037.4966805,-11.5,6.637959023675877,o,4,20.09748857124061
41,59039.47978433333,6.666666666666667,9.273618495495704,o,3,19.734451925105493
42,59041.51194999999,-1.0,5.773502691896258,o,3,20.24897655755953
43,59043.5574705,5.5,8.902246907382429,o,2,19.778825900547716
44,59053.462563,3.6666666666666665,5.436502143433363,o,3,20.314276080170274
45,59060.4738725,4.75,6.7638746292343415,o,4,20.077086116156867
46,59061.393834,5.5,7.810249675906654,o,2,19.920912695396492
47,59065.53949333334,8.333333333333334,10.424330514074592,o,3,19.607454557474604
48,59069.510019,1.25,6.509608283145768,o,4,20.118687850146028
49,59071.491323999995,-0.25,5.629165124598851,o,4,20.27646501831319
50,59073.48754625,5.5,4.808846015417836,o,4,20.447472812396114
51,59075.51069175,3.5,5.629165124598851,o,4,20.27646501831319
52,59077.468765,4.0,4.272001872658765,o,4,20.575996403169334
53,59085.390287999995,6.5,5.921359641163505,o,4,20.221521390909658
54,59088.40095733333,-0.6666666666666666,5.773502691896258,o,3,20.24897655755953
55,59089.440071,0.0,7.810249675906654,o,2,19.920912695396492
56,59095.41687825,4.5,9.266876496425319,o,4,19.73524155157544
57,59097.4849695,22.5,25.80697580112788,o,2,18.623232202697075
58,59101.4125785,7.75,4.0155946010522525,o,4,20.64320033502582
59,59103.45630066667,-0.6666666666666666,5.972157622389639,o,3,20.21224683545302
60,59105.4007165,0.0,8.200609733428363,o,2,19.867959628316896
61,59109.40497825,-0.75,4.513867521316947,o,4,20.516202967394932
62,59113.409037749996,-0.5,10.828203913853857,o,4,19.56618392492605
63,59117.39494466666,4.0,7.125852775477316,o,3,20.020482875871796
64,59119.35131,-2.6666666666666665,8.698658900466592,o,3,19.803944236068126
65,59121.38175266667,-12.666666666666666,9.073771725877465,o,3,19.758105365984946
66,59123.439305,4.0,16.98528775146303,o,2,19.077392717295265
67,59125.391329750004,4.5,7.137051211810099,o,4,20.018777956554885
68,59127.379003,12.0,21.0,o,1,18.847026752325153
69,59129.405562,-2.5,7.433034373659253,o,2,19.974659636213516
70,59131.42475766666,2.0,7.702813338860896,o,3,19.935951554673412
71,59133.407334999996,-1.0,7.7781745930520225,o,2,19.925380770844367
72,59137.35375033333,1.3333333333333333,5.21749194749951,o,3,20.358920520503442
73,59141.31395825,-3.75,4.14578098794425,o,4,20.60855910019203
74,59143.300529500004,-10.5,8.139410298049853,o,2,19.876092635898896
75,59145.33285200001,-1.5,4.905354217587146,o,4,20.425899055594233
76,59147.368103999994,6.5,6.528782428600298,o,4,20.115494499159258
77,59153.33473425,14.5,8.429857650043683,o,4,19.83802438662019
78,59157.2893985,-1.5,6.363961030678928,o,2,20.143256210141615
79,59161.34519266666,-6.0,5.8309518948453,o,3,20.238226342857132
80,59165.32371,2.3333333333333335,5.196152422706632,o,3,20.363370283961217
81,59169.3195144,-6.0,7.443117626371358,o,5,19.973187783249415
82,59179.304126333336,-5.333333333333333,14.57928515241936,o,3,19.243234413424986
83,59185.289007,7.0,8.359126748650244,o,4,19.84717271304185
84,59187.315114,4.0,12.041594578792296,o,2,19.450864986366234
85,59189.2196655,-5.5,4.656984002549289,o,4,20.482313123991265
86,59193.26650625,1.5,5.402545696243577,o,4,20.32107886677222
87,59205.20498775,-0.25,8.280247580839598,o,4,19.857466683011467
88,59207.208428750004,2.5,14.70969068335565,o,4,19.23356613805564
89,59209.246477500004,11.0,9.168560410446124,o,4,19.746822112056826
