,asas_sn_id,jd,flux,flux_err,mag,mag_err,limit,fwhm,image_id,camera,quality,phot_filter
0,369367962627,2458514.4823777,0.6053609932731986,0.028754870037624242,16.94502953841162,0.05163083493397685,18.50586208876051,1.51,bp107487,bp,G,g
1,369367962627,2458399.9852731,0.521227202810648,0.048619619011581336,17.10749793870684,0.10139035661250514,17.935611733082993,1.81,bs102921,bs,G,g
2,369367962627,2458129.5373416,0.5467601404192463,0.034382043455619425,17.055573506349223,0.06835133654064043,18.311811399214513,1.55,bp018001,bp,G,g
3,369367962627,2458857.6826002,0.3851369937158114,0.1843017931776393,16.488816709594104,99.999,16.488816709594104,1.50,bG152852,bG,G,g
4,369367962627,2458168.6518935,0.21875140943619692,0.06172476293374425,17.676492034910567,99.999,17.676492034910567,1.48,bk049766,bk,G,g
5,369367962627,2459257.0524985,0.6804145882915026,0.035945566787227864,16.818131581173624,0.05742273742997399,18.263527271624433,1.49,bD210774,bD,G,g
6,369367962627,2459233.373304,0.4648032786849592,0.05021438934959996,17.231892665103633,0.11742786785652211,17.90057014728174,1.46,bo271101,bo,G,g
7,369367962627,2458175.5739548,0.8352139731498538,0.14761856258372025,16.595571243592005,0.19211239812596134,16.729788181125784,1.76,bs050852,bs,G,g
8,369367962627,2459252.3561151,0.5832189779053253,0.026916327284176582,16.985486503651373,0.050164481251757105,18.577601110473914,1.43,bo276231,bo,G,g
9,369367962627,2459125.988993,0.18876829023490355,0.14108563106191696,16.77893364878355,99.999,16.77893364878355,1.62,bt278296,bt,G,g
10,369367962627,2458171.3460726,0.8483350339190094,0.0835098381694929,16.578647115913483,0.10699966357439815,17.34829650623513,1.51,bo029019,bo,G,g
11,369367962627,2458522.8522839,0.5904388957585787,0.033461099734623016,16.972128223919768,0.061599533571350985,18.34129008541497,1.42,bs134320,bs,G,g
12,369367962627,2458569.5381554,0.6540201195782778,0.05366271470307482,16.861087850525756,0.08918538738279942,17.82845901371347,1.43,bl195767,bl,B,g
13,369367962627,2458162.745119,0.6180645616717111,0.027837990569894798,16.922481015008085,0.04895715962134657,18.54104590298077,1.55,bs046796,bs,G,g
14,369367962627,2458559.5990853,0.9760914791404633,0.13840043084749032,16.426339318320004,0.15412003294369186,16.799797006183756,1.59,bl191777,bl,G,g
15,369367962627,2458499.868396,0.5670565559798024,0.042603226427768225,17.015999682611472,0.08166355599712166,18.079034385591722,1.71,bD015125,bD,G,g
16,369367962627,2459132.9590467,0.3510531154399287,0.09570048833306906,17.20035522677499,99.999,17.20035522677499,1.44,bs280687,bs,G,g
17,369367962627,2458523.7730482,0.6350469150674478,0.04799473773121309,16.8930510956575,0.08214856563874567,17.949656554439628,1.46,bt134804,bt,B,g
18,369367962627,2458967.7287832,0.5933432515167727,0.060760240205233594,16.96680060425155,0.11130781244193158,17.693591906184153,1.46,bt244788,bt,B,g
19,369367962627,2458242.5752916,0.4158992552916802,0.07112528723630272,17.35259526548509,0.18588659113575168,17.522580528228236,1.44,bk078307,bk,G,g
20,369367962627,2458134.7414172,0.5427262084596514,0.03846926196467558,17.063613636444025,0.0770451371745462,18.189855975395933,1.50,bl039238,bl,G,g
21,369367962627,2458159.7544267,0.521447647661095,0.02790606014836494,17.10703884072679,0.05817012352124726,18.53839429651984,1.49,bs045631,bs,G,g
22,369367962627,2458865.5255714,0.5229973841176632,0.06779695112326964,17.103816830640362,0.14090383702739095,17.57461520199992,1.47,bo195426,bo,G,g
23,369367962627,2458484.4999226,0.5509754534752425,0.028463643349342056,17.047234994743125,0.056152669916381626,18.516914388828006,1.52,bo100446,bo,G,g
24,369367962627,2458874.7748397,0.6018616994628807,0.03773306085006553,16.951323854521725,0.06814555007032425,18.210835521552863,1.53,bt228608,bt,G,g
25,369367962627,2458215.6592302,0.7380628673447857,0.054126915011799275,16.729832232026514,0.07971353915331278,17.81910742398114,1.53,bl067652,bl,G,g
26,369367962627,2458772.0962998,0.667451612993038,0.08676704197618487,16.839016154950308,0.1413016319267038,17.30675363162268,1.48,bC079872,bC,G,g
27,369367962627,2458511.8804082,0.554778361138099,0.03917918750450568,17.03976683906927,0.07676231871607171,18.170002047990167,1.71,bs132403,bs,G,g
28,369367962627,2459250.7370463,0.4988834221228652,0.07750973063200237,17.155067940807612,0.16887654203901203,17.42925004245035,1.62,bl351260,bl,G,g
29,369367962627,2458170.7475333,0.48401228845665734,0.04748547675235896,17.187924652359374,0.10663912854041195,17.96123860478808,1.53,bt049042,bt,G,g
30,369367962627,2458867.8600102,0.4909148609457703,0.03560298316023681,17.172550174192594,0.0788301553243522,18.273924639280338,1.47,bt226734,bt,G,g
31,369367962627,2458474.9262865,0.3472282188939699,0.14111100285291003,16.77873841561048,99.999,16.77873841561048,2.17,bD007449,bD,G,g
32,369367962627,2459237.8048348,0.5334284905387034,0.05644218163659471,17.08237510292782,0.1150110999304224,17.773631131407242,1.40,bs316274,bs,G,g
33,369367962627,2458456.9318976,0.5535351228588006,0.026891674714457022,17.042202665027588,0.052806190617867135,18.578595988126438,1.44,bs118820,bs,G,g
34,369367962627,2458482.5508534,0.6743119432815536,0.04336269392896159,16.827913492572538,0.06989845491522376,18.059849973618448,1.41,bo099846,bo,G,g
35,369367962627,2458117.4496428,0.570967516768663,0.09749119082048315,17.008537119134377,0.18559494640633503,17.18022717350085,1.50,bo014297,bo,B,g
36,369367962627,2458667.1961888,0.6140097743025174,0.11099147099029401,16.929627410667663,0.196483685275798,17.039416593398208,1.71,bp147332,bp,G,g
37,369367962627,2458618.3157214,0.3051614863454784,0.17413530416337655,16.5504235393497,99.999,16.5504235393497,1.66,bo134858,bo,B,g
38,369367962627,2458991.6320532,0.6486246469772434,0.029918092885658647,16.87008200395126,0.05013634053472019,18.462805845983887,1.45,bs249788,bs,G,g
39,369367962627,2458879.7978461,0.5562982644665956,0.03110778859283907,17.03679635969313,0.06078180689686285,18.420467764324812,1.50,bt230019,bt,G,g
40,369367962627,2459236.0180147,0.5892514271249683,0.09906693270624362,16.974314014712423,0.18274278794560475,17.162818819822693,1.47,bD205764,bD,B,g
41,369367962627,2458849.9259436,0.482085436793102,0.0444967794631,17.192255591831945,0.10032674904170928,18.03181916331674,1.48,bC102123,bC,G,g
42,369367962627,2458108.7923672,0.5106000434859193,0.03555070194916142,17.129863503643506,0.07567971806706406,18.27552016068787,2.06,bl031291,bl,G,g
43,369367962627,2458579.6452918,0.6371649949400537,0.03901860074551784,16.889435851830687,0.06656285716616638,18.17446138391872,1.53,bk199236,bk,G,g
44,369367962627,2459254.3803822,0.5749191696321443,0.03804521261512433,17.00104864816832,0.07192922789375905,18.201890572712614,1.44,bo276884,bo,G,g
45,369367962627,2458996.6457467,0.6674598310714868,0.052021659559637855,16.839002786774696,0.08471713127555236,17.86218010482135,1.51,bt251187,bt,G,g
46,369367962627,2458875.9792647,0.6297187654481438,0.029275641394479544,16.902199033901027,0.05053263629388542,18.48637456463184,1.39,bC108067,bC,G,g
47,369367962627,2459198.9120785,0.5340038033305667,0.030771853840302555,17.08120474675393,0.06263563481965485,18.43225645902947,1.64,bt303014,bt,G,g
48,369367962627,2458771.1282038,0.677870787644933,0.09978531912589592,16.822198325522965,0.16000439224492033,17.154973984967494,1.52,bD079469,bD,G,g
49,369367962627,2458591.6481943,0.2710680051656998,0.18400330141856036,16.49057657327975,99.999,16.49057657327975,1.51,bG067984,bG,G,g
50,369367962627,2458538.5357556,0.5270730635746078,0.11171471072537106,17.032364698210156,99.999,17.032364698210156,1.55,bp112651,bp,B,g
51,369367962627,2458457.8121596,0.6766906623558339,0.04295390224914887,16.82409016302758,0.06899611119401898,18.070134050262133,1.51,bl156703,bl,G,g
52,369367962627,2459340.6689713,0.6120101305188568,0.0418178773134736,16.933169094728683,0.07427036286577687,18.099235651096613,1.47,bt342209,bt,G,g
53,369367962627,2459171.8196928,0.6888600606673361,0.062360335436227154,16.80473810834282,0.09839875639557599,17.66536950495972,1.57,bl327101,bl,B,g
54,369367962627,2458975.6827483,0.8287598134906539,0.09726542447220676,16.603993912280757,0.12756806706697565,17.18274439539413,1.42,bs245977,bs,B,g
55,369367962627,2458132.8446205,0.5804944818326571,0.030225360857090176,16.990570383030366,0.05659597831457722,18.45171187505371,1.62,bt036337,bt,G,g
56,369367962627,2458569.702249,0.617978913774938,0.06704967838486788,16.922631480625814,0.11793296433975994,17.586648863878143,1.55,bk195904,bk,G,g
57,369367962627,2458125.7611308,0.4743471695642174,0.08083429963792031,17.209824838573326,0.18523009055239553,17.383651411774757,1.81,bl036637,bl,G,g
58,369367962627,2459291.7858152,0.5960899919619638,0.03198493179221577,16.961786046496414,0.058323794523878876,18.39027703913541,1.45,bs330004,bs,G,g
59,369367962627,2458174.342659,0.6605716306866536,0.07591754271566609,16.850265826583733,0.12492069646319055,17.45178525522476,1.70,bo029603,bo,G,g
60,369367962627,2458903.6064179,0.5229163771958001,0.0425538939423111,17.103985013049527,0.08845435821695627,18.080292344322373,1.46,bk310555,bk,G,g
61,369367962627,2459000.6241056,0.8910290401190053,0.35105191922889306,15.789212232192638,99.999,15.789212232192638,2.31,bs252192,bs,B,g
62,369367962627,2458254.5772087,0.911888436774645,0.12114084347009592,16.500211350630252,0.14439795982558415,16.94441412841758,1.50,bl083059,bl,B,g
63,369367962627,2458175.4337337,0.5246420964928871,0.0731332500098883,17.100407785310722,0.15151788921555617,17.492353427163742,1.45,bo029935,bo,G,g
64,369367962627,2458527.6806786,0.6633925080259,0.04120721034522275,16.845639215935655,0.06751726238317321,18.11520757505091,1.43,bH044316,bH,G,g
65,369367962627,2458973.7098164,0.44040000707057425,0.14353644386817097,16.760235155607,99.999,16.760235155607,1.54,bt245470,bt,B,g
66,369367962627,2458820.9721202,0.6279121830205274,0.03386658753733791,16.905318348514133,0.058625249180035685,18.328212015192772,1.41,bC094005,bC,G,g
67,369367962627,2458762.1371602,0.5266242703046,0.06101726686032521,17.09631344634993,0.12594010548387,17.689008735348573,1.46,bC076605,bC,G,g
68,369367962627,2459320.4162499,0.703768611373181,0.04809188708697789,16.78149088963267,0.07427695618583612,17.947461064506165,1.58,bp295343,bp,G,g
69,369367962627,2458579.3168317,0.5569001103083839,0.028553527572017325,17.035622362499844,0.05573071802028527,18.513491187218346,1.53,bp124334,bp,G,g
70,369367962627,2458256.5500864,0.6698971412335306,0.04037704153729037,16.83504531114211,0.06551466773940127,18.13730437489214,1.49,bk083815,bk,G,g
71,369367962627,2458553.4968516,0.4283087124776702,0.07903188704621451,17.32067335047192,0.20056613967363965,17.40813473213588,1.61,bG053466,bG,G,g
72,369367962627,2458491.7344122,0.4416278485429132,0.05247493745360378,17.28742449304744,0.12915393737337008,17.852760787425716,1.49,bH032457,bH,G,g
73,369367962627,2458800.8609894,0.8179936107687773,0.17795150474832602,16.526886449626918,99.999,16.526886449626918,1.62,bl280449,bl,G,g
74,369367962627,2458238.603005,1.1667488102674142,0.18279636982625652,16.232622205512797,0.17029518657691897,16.49772169449141,1.55,bk076743,bk,G,g
75,369367962627,2459269.7916591,0.6780674327614692,0.13584734241319973,16.82001274464891,99.999,16.82001274464891,1.57,bH208746,bH,B,g
76,369367962627,2458575.5796386,0.5129263802246371,0.04783158765092366,17.124928032877886,0.10136124431646278,17.953353620343606,1.40,bH061847,bH,G,g
77,369367962627,2458241.5940211,0.42796747536464774,0.09451886405812841,17.21384437750335,99.999,17.21384437750335,1.54,bk077877,bk,G,g
78,369367962627,2458289.1970079,0.8310433821323299,0.08634299505629241,16.601006383733758,0.1129316273984627,17.312072838090582,1.62,bo057051,bo,G,g
79,369367962627,2458464.8106603,0.5152952129627627,0.048024022808748366,17.119925352455535,0.10130120264845148,17.948994269908013,1.34,bH024364,bH,G,g
80,369367962627,2458855.8608189,0.8015525567519253,0.0709366257641809,16.64023561292106,0.09619460053498138,17.52546429498625,1.47,bt222418,bt,G,g
81,369367962627,2458429.9685991,0.5744080988997886,0.03939825023357698,17.002014235689085,0.07455358850009501,18.163948275836155,1.69,bs110019,bs,G,g
82,369367962627,2458244.6378374,0.6945540130340573,0.04081527076001102,16.795800559911275,0.06387469355384319,18.125583906781696,2.00,bs069024,bs,B,g
83,369367962627,2458527.9140639,0.6763611610359631,0.035575190020409674,16.824618969852843,0.05717165182217944,18.274772540212307,1.64,bs135357,bs,G,g
84,369367962627,2459129.120311,0.48402818081454657,0.0927442046252346,17.187889003212693,0.20827076204790582,17.23442365879502,1.50,bD173892,bD,G,g
85,369367962627,2458202.3134638,0.5736311342648449,0.13205435090260512,16.85075882435757,99.999,16.85075882435757,1.47,bp037851,bp,B,g
86,369367962627,2458811.975618,0.6976708033334836,0.04459785978739252,16.79093925061076,0.06948253290791978,18.02935556695038,1.67,bt206806,bt,B,g
